word,sense,pos,ipa,gloss
destroço,wrecking,NOUN,dɨʃˈtɾosu,"act or effect of wrecking, smashing"
destroço,wreck,VERB,dɨʃˈtɾɔsu,"I wreck, smash, scatter, rout (1sg present of destroçar)"
desvelo,devotion,NOUN,dɨʒˈvelu,"zeal, devotion"
desvelo,great_affection,NOUN,dɨʒˈvelu,"extreme fondness, great affection"
desvelo,loving_care,NOUN,dɨʒˈvelu,"loving care, solicitude"
desvelo,object_of_devotion,NOUN,dɨʒˈvelu,object or person toward whom such feelings are held
desvelo,vigilance,NOUN,dɨʒˈvelu,"vigilance, watchfulness"
desvelo,unveil,VERB,dɨʒˈvɛlu,"I watch over, take great care; lose sleep (1sg present of desvelar)"
dobro,double,NOUN,ˈdobɾu,(protected: operational roster)
dobro,double_amount,NOUN,ˈdobɾu,the double; a value or quantity twice as large
dobro,fold,VERB,ˈdɔbɾu,"I fold, bend, double (1sg present of dobrar)"
domo,dome,NOUN,ˈdomu,outer upper part of a cupola; dome
domo,dome_structure,NOUN,ˈdomu,hemispherical structure resembling a dome
domo,geological_dome,NOUN,ˈdomu,anticlinal fold dipping equally in all directions (geology)
domo,tame,VERB,ˈdɔmu,"I tame, subdue, dominate (1sg present of domar)"
empeno,accounting_discrepancy,NOUN,ẽˈpenu,difference/discrepancy in accounts
empeno,difficulty,NOUN,ẽˈpenu,difficulty
empeno,hindrance,NOUN,ẽˈpenu,"hindrance, obstacle (estorvo)"
empeno,warp_in_wood,NOUN,ẽˈpenu,twisting of wood caused by humidity or heat
empeno,warping,NOUN,ẽˈpenu,act of warping; warpage
empeno,warp,VERB,ẽˈpɛnu,"I warp, twist or bend by humidity/heat (1sg present of empenar)"
emperro,jam,NOUN,ẽˈpeʁu,"jamming, sticking, seizing-up (= emperramento)"
emperro,stick,VERB,ẽˈpɛʁu,"I jam, make stick, hinder movement (1sg present of emperrar)"
emprego,employment_act,NOUN,ẽˈpɾeɡu,act or effect of employing or being employed
emprego,job,NOUN,ẽˈpɾeɡu,paid occupation; job
emprego,post,NOUN,ẽˈpɾeɡu,"duties of an employee; post, function"
emprego,use,NOUN,ẽˈpɾeɡu,application or exercise of faculties; use
emprego,employ,VERB,ẽˈpɾɛɡu,"I employ, apply, make use of (1sg present of empregar)"
encosto,attaching_spirit,NOUN,ẽˈkoʃtu,disembodied spirit that accompanies someone to help or disturb
encosto,backrest,NOUN,ẽˈkoʃtu,back of a seat; backrest
encosto,enclosed_land,NOUN,ẽˈkoʃtu,strip of land surrounded by scrub with a single entrance
encosto,inarching_graft,NOUN,ẽˈkoʃtu,type of graft (inarching)
encosto,lover,NOUN,ẽˈkoʃtu,"lover, paramour"
encosto,protection,NOUN,ẽˈkoʃtu,"protection, backing"
encosto,riverbank_pool_zone,NOUN,ẽˈkoʃtu,zone where pools form on riverbanks
encosto,shove,NOUN,ẽˈkoʃtu,slight pressure or push
encosto,support,NOUN,ẽˈkoʃtu,thing against which someone/something leans; support
encosto,lean,VERB,ẽˈkɔʃtu,"I lean, prop, place side by side (1sg present of encostar)"
engodo,bait,NOUN,ẽˈɡodu,food used to attract animals for hunting or fishing; bait
engodo,enticement,NOUN,ẽˈɡodu,"thing with which someone is lured; enticement, lure"
engodo,silt_deposit,NOUN,ẽˈɡodu,fertile substance carried by water from cultivated land; silt
engodo,lure,VERB,ẽˈɡɔdu,"I lure, entice, deceive with vain promises (1sg present of engodar)"
enredo,complication,NOUN,ẽˈʁedu,complicated situation; confusion
enredo,entanglement,NOUN,ẽˈʁedu,act of entangling; embarrassment; tangle
enredo,intrigue,NOUN,ẽˈʁedu,"intrigue, scheming"
enredo,plot,NOUN,ẽˈʁedu,set of events making up the action of a narrative
enredo,entangle,VERB,ẽˈʁɛdu,"(1sg) I entangle, ensnare, confuse"
entorno,neighborhood_topology,NOUN,ẽˈtoɾnu,"in topology, set of points around a given point"
entorno,outskirts,NOUN,ẽˈtoɾnu,area surrounding a town or city
entorno,surroundings,NOUN,ẽˈtoɾnu,that which surrounds something or someone
entorno,spill,VERB,ẽˈtɔɾnu,"(1sg) I tip/overturn, spilling the contents"
erro,error,NOUN,ˈeʁu,"incorrect decision, act or answer"
erro,error_value,NOUN,ˈeʁu,deviation between exact value and measured/computed value
erro,falsehood,NOUN,ˈeʁu,quality of what does not correspond to truth
erro,fault,NOUN,ˈeʁu,"fault, lapse"
erro,misjudgement,NOUN,ˈeʁu,appraisal at odds with observed reality
erro,err,VERB,ˈɛʁu,"(1sg) I make a mistake, am wrong, miss"
esboço,beginning,NOUN,ɨʒˈbosu,beginning; action started but not completed; early perfectible stage
esboço,general_notions,NOUN,ɨʒˈbosu,"general notions, rough idea"
esboço,sketch,NOUN,ɨʒˈbosu,initial outline of a drawing or painting
esboço,summary,NOUN,ɨʒˈbosu,summary; brief plan; synopsis of a literary work
esboço,outline,VERB,ɨʒˈbɔsu,"(1sg) I sketch, outline, give a faint idea of"
escabelo,chest_bench,NOUN,ɨʃkɐˈbelu,long wide bench whose movable seat is the lid of a chest
escabelo,stool,NOUN,ɨʃkɐˈbelu,low seat; footstool
escabelo,dishevel,VERB,ɨʃkɐˈbɛlu,(protected: operational roster)
escorço,cork_vessel,NOUN,ɨʃˈkoɾsu,"cork vessel, also called corticeira"
escorço,foreshortening,NOUN,ɨʃˈkoɾsu,reduction of a drawing's dimensions; figure smaller than the object
escorço,small_work,NOUN,ɨʃˈkoɾsu,small-scale work
escorço,synthesis,NOUN,ɨʃˈkoɾsu,"synthesis; sketch, brief outline"
escorço,foreshorten,VERB,ɨʃˈkɔɾsu,(protected: operational roster)
esforço,attempt,NOUN,ɨʃˈfoɾsu,attempt; diligence
esforço,courage,NOUN,ɨʃˈfoɾsu,courage
esforço,effort,NOUN,ɨʃˈfoɾsu,act/effect of striving; use of force or energy
esforço,strive,VERB,ɨʃˈfɔɾsu,"(1sg) I make an effort, take courage"
esmero,meticulousness,NOUN,ɨʒˈmeɾu,act/effect of taking great care; extreme care
esmero,perfection,NOUN,ɨʒˈmeɾu,perfection; correctness
esmero,perfect,VERB,ɨʒˈmɛɾu,(1sg) I do with care; I perfect (myself)
espeto,beanpole,NOUN,ɨʃˈpetu,"tall, very thin person"
espeto,nuisance,NOUN,ɨʃˈpetu,"nuisance, bother"
espeto,skewer,NOUN,ɨʃˈpetu,iron/wood rod for roasting meat or fish; pointed stick
espeto,stab,VERB,ɨʃˈpɛtu,(1sg) I pierce with a skewer or pointed object
estofo,mettle,NOUN,ɨʃˈtofu,condition; physical or psychological resilience; quality
estofo,stuffing,NOUN,ɨʃˈtofu,cotton/wool padding used to cushion chairs and sofas
estofo,upholstered_furniture,NOUN,ɨʃˈtofu,furniture covered with upholstery fabric
estofo,upholstery_fabric,NOUN,ɨʃˈtofu,"thick fabric used to cover sofas, chairs, curtains"
estofo,upholster,VERB,ɨʃˈtɔfu,(1sg) I upholster; I stuff with soft material
forma,cheese_mould,NOUN,ˈfoɾmɐ,hoop/mould in which cheese is pressed
forma,hat_block,NOUN,ˈfoɾmɐ,piece used in millinery to mould a hat crown; the crown itself; hat frame
forma,mould,NOUN,ˈfoɾmɐ,mould over/in which something is made taking its shape and dimensions
forma,printing_forme,NOUN,ˈfoɾmɐ,type made ready for the printing press
forma,shoe_last,NOUN,ˈfoɾmɐ,wooden foot-shaped piece used in shoemaking
forma,artistic_form,NOUN,ˈfɔɾmɐ,mode of expression in a plastic or literary work; structure of a composition
forma,concrete_realization,NOUN,ˈfɔɾmɐ,concrete realization of something
forma,condition,NOUN,ˈfɔɾmɐ,physical or intellectual state (fitness)
forma,essence,NOUN,ˈfɔɾmɐ,principle determining the unity and essence of a being
forma,kantian_form,NOUN,ˈfɔɾmɐ,innate cognitive structures imposed by thought on knowledge
forma,kind,NOUN,ˈfɔɾmɐ,group of beings of a species sharing specific characters; type
forma,legal_formalities,NOUN,ˈfɔɾmɐ,formalities required for a legal act to be valid
forma,linguistic_form,NOUN,ˈfɔɾmɐ,set of phonological/grammatical/lexical features; a lexical unit's realization
forma,manner,NOUN,ˈfɔɾmɐ,"way, manner"
forma,pharma_form,NOUN,ˈfɔɾmɐ,presentation form of a pharmaceutical product
forma,ritual_words,NOUN,ˈfɔɾmɐ,words accompanying a rite
forma,shape,NOUN,ˈfɔɾmɐ,outer limits/contours of an object giving it a configuration
forma,shape_verb,VERB,ˈfɔɾmɐ,"(1sg) I shape, form"
forma,troop_formation,NOUN,ˈfɔɾmɐ,ordered arrangement of troops
forma,vague_form,NOUN,ˈfɔɾmɐ,"object perceived confusedly, indistinct figure"
forro,attic_space,NOUN,ˈfoʁu,space between ceiling and roof
forro,building_cladding,NOUN,ˈfoʁu,outer or inner covering of buildings
forro,ceiling_boards,NOUN,ˈfoʁu,set of boards lining the ceiling of a room
forro,exempt,ADJ,ˈfoʁu,exempt from payments
forro,forro_creole,NOUN,ˈfoʁu,Portuguese-lexified creole spoken in Sao Tome
forro,freed,ADJ,ˈfoʁu,"freed, manumitted (having obtained manumission)"
forro,garment_lining,NOUN,ˈfoʁu,inner lining of clothing and footwear
forro,hull_planking,NOUN,ˈfoʁu,outer planking of a ship's bottom
forro,interfacing,NOUN,ˈfoʁu,interfacing stiffener (entretela)
forro,lining,NOUN,ˈfoʁu,"any material used to fill, line or reinforce the inside of an artefact"
forro,padding,NOUN,ˈfoʁu,"wadding, padding (chumaco)"
forro,sao_tomean,ADJ,ˈfoʁu,relating to Sao Tome and Principe or its natives
forro,sao_tomean_person,NOUN,ˈfoʁu,native of Sao Tome and Principe
forro,saved_up,ADJ,ˈfoʁu,"saved, economized"
forro,upholstery,NOUN,ˈfoʁu,"covering/lining of chairs, sofas, etc."
forro,wallpaper,NOUN,ˈfoʁu,paper that lines the walls
forro,well_off,ADJ,ˈfoʁu,"well-off, in funds (abonado)"
forro,line,VERB,ˈfɔʁu,to line with fabric/paper/material; to pad; to reinforce (1sg of forrar)
força,by_force,NOUN,ˈfoɾsɐ,by coercion / forcibly (a forca)
força,cause,NOUN,ˈfoɾsɐ,cause
força,coercion,NOUN,ˈfoɾsɐ,"set of means used to compel someone (force, coercion)"
força,encouragement,NOUN,ˈfoɾsɐ,(protected: operational roster)
força,go_ahead,NOUN,ˈfoɾsɐ,(protected: operational roster)
força,hernia,NOUN,ˈfoɾsɐ,hernia
força,impulse,NOUN,ˈfoɾsɐ,"impulse, momentum"
força,influence,NOUN,ˈfoɾsɐ,capacity to exert influence over others
força,military_force,NOUN,ˈfoɾsɐ,body of troops/ships/aircraft assigned to a mission
força,physical_force,NOUN,ˈfoɾsɐ,any cause able to deform or change a body's state of rest/motion
força,power_of_action,NOUN,ˈfoɾsɐ,strong capacity for action of something
força,strength,NOUN,ˈfoɾsɐ,faculty to operate/act/move; muscular or mental energy
força,force,VERB,ˈfɔɾsɐ,to compel by force; to obtain by force (1sg of forcar)
fosso,ditch,NOUN,ˈfosu,(protected: operational roster)
fosso,drainage_ditch,NOUN,ˈfosu,furrow in the ground to drain water
fosso,gulf_between,NOUN,ˈfosu,great distance/gulf between people or things
fosso,moat,NOUN,ˈfosu,deep regular excavation around fortifications to block the enemy
fosso,pit,NOUN,ˈfosu,hole/cavity of variable depth
fosso,stadium_trench,NOUN,ˈfosu,trench separating the pitch from the stands in stadiums
fosso,workbench_recess,NOUN,ˈfosu,lengthwise recess in a workbench for tools and accessories
fosso,root_up,VERB,ˈfɔsu,to dig pits/ditches in; to rummage to uncover something (1sg of fossar)
gelo,cold_reaction,NOUN,ˈʒelu,an unfriendly reaction
gelo,extreme_cold,NOUN,ˈʒelu,excessive cold
gelo,ice,NOUN,ˈʒelu,water in solid state
gelo,indifference,NOUN,ˈʒelu,"indifference, coldness"
gelo,insensitivity,NOUN,ˈʒelu,insensitivity
gelo,freeze,VERB,ˈʒɛlu,to turn into ice; to chill greatly (1sg of gelar)
golfo,gulf,NOUN,ˈɡoɫfu,"large coastal indentation, bigger than a bay"
golfo,spurt,NOUN,ˈɡoɫfu,portion of liquid gushing out forcefully at once (golfada)
golfo,water_lily,NOUN,ˈɡoɫfu,water lily plant of genus Nymphaea
golfo,spew,VERB,ˈɡɔɫfu,to spew out in gushes; to utter impetuously (1sg of golfar)
gosto,aesthetic_taste,NOUN,ˈɡoʃtu,capacity to appreciate aesthetic value
gosto,artistic_style,NOUN,ˈɡoʃtu,particular stamp an artist gives to their work
gosto,criterion,NOUN,ˈɡoʃtu,"criterion, judgement"
gosto,elegance,NOUN,ˈɡoʃtu,elegance
gosto,fashion,NOUN,ˈɡoʃtu,"fashion, taste of the time"
gosto,flavour,NOUN,ˈɡoʃtu,flavour of food
gosto,liking,NOUN,ˈɡoʃtu,"liking, agreeableness (agrado)"
gosto,pleasure,NOUN,ˈɡoʃtu,impression or pleasure given by something
gosto,taste,NOUN,ˈɡoʃtu,(protected: operational roster)
gosto,taste_sense,NOUN,ˈɡoʃtu,the sense by which flavour is perceived
gosto,like,VERB,ˈɡɔʃtu,to find pleasant/tasty; to enjoy; to be fond of (1sg of gostar)
governo,arrangement,NOUN,ɡuˈveɾnu,"arrangement, ordering (arranjo)"
governo,cabinet,NOUN,ɡuˈveɾnu,set of individuals elected/appointed to exercise those powers
governo,control,NOUN,ɡuˈveɾnu,capacity of control over
governo,corporate_management,NOUN,ɡuˈveɾnu,administration and leadership of a company or institution
governo,executive_power,NOUN,ɡuˈveɾnu,the executive power
governo,governing,NOUN,ɡuˈveɾnu,act or effect of governing; direction
governo,government,NOUN,ɡuˈveɾnu,exercise of administrative and political powers of a State
governo,governorate,NOUN,ɡuˈveɾnu,territory under a governor's jurisdiction
governo,helm,NOUN,ɡuˈveɾnu,helm/rudder of a ship
governo,regional_government,NOUN,ɡuˈveɾnu,administration/political direction of a regional or local structure
governo,reins,NOUN,ɡuˈveɾnu,reins and bit of a horse
governo,sluice_gate,NOUN,ɡuˈveɾnu,floodgate between reservoirs
governo,system_of_government,NOUN,ɡuˈveɾnu,political system by which a State is ruled
governo,term_of_office,NOUN,ɡuˈveɾnu,duration of a governmental term
governo,way_of_managing,NOUN,ɡuˈveɾnu,way in which something is administered or directed; orientation
governo,govern,VERB,ɡuˈvɛɾnu,"to govern, administer, steer (1sg of governar)"
gozo,amusement,NOUN,ˈɡozu,source of amusement
gozo,enjoyment,NOUN,ˈɡozu,act of enjoying; material or spiritual satisfaction
gozo,mockery,NOUN,ˈɡozu,"mockery, teasing (troca)"
gozo,enjoy,VERB,ˈɡɔzu,to take pleasure in; to make fun of someone (1sg of gozar)
jogo,artistic_interplay,NOUN,ˈʒoɡu,articulation of parts of a whole for artistic effect
jogo,at_stake,NOUN,ˈʒoɡu,what is at risk (em jogo / estar em jogo)
jogo,behaviour,NOUN,ˈʒoɡu,"behaviour, conduct"
jogo,competitive_game,NOUN,ˈʒoɡu,rule-bound competitive activity where players oppose to win
jogo,coordinated_movements,NOUN,ˈʒoɡu,series of harmonious coordinated movements
jogo,flirting,NOUN,ˈʒoɡu,courting through gestures and glances
jogo,gambling,NOUN,ˈʒoɡu,activity in which money or other stake is risked
jogo,gambling_addiction,NOUN,ˈʒoɡu,the vice of gambling
jogo,game_play,NOUN,ˈʒoɡu,playful activity for pleasure or recreation; pastime
jogo,game_set,NOUN,ˈʒoɡu,set of pieces enabling a game to be played
jogo,games_event,NOUN,ˈʒoɡu,public session of competitive activities before spectators
jogo,hand_dealt,NOUN,ˈʒoɡu,what is dealt to each player to play with; value of one's cards
jogo,instrumental_command,NOUN,ˈʒoɡu,how an artist exploits the technical resources of their instrument
jogo,interplay_of_ideas,NOUN,ˈʒoɡu,clash of ideas or plans seeking advantage
jogo,lottery_set,NOUN,ˈʒoɡu,set of lottery tickets
jogo,maneuver,NOUN,ˈʒoɡu,"ploy, trick (manobra, manha)"
jogo,match,NOUN,ˈʒoɡu,"in sport, an occasion when two players or teams meet"
jogo,matching_set,NOUN,ˈʒoɡu,set of pieces forming a whole (e.g. a set of tools)
jogo,mechanism_play,NOUN,ˈʒoɡu,normal movement of the parts of a mechanism
jogo,pebble,NOUN,ˈʒoɡu,smooth round stone rounded by river currents
jogo,playing_style,NOUN,ˈʒoɡu,way of playing; technique used by a player or team
jogo,ridicule,NOUN,ˈʒoɡu,"mockery, scorn (troca, escarnio)"
jogo,round,NOUN,ˈʒoɡu,each of the parts a game is divided into
jogo,rules,NOUN,ˈʒoɡu,set of rules to follow in a game
jogo,ship_roll,NOUN,ˈʒoɡu,oscillation/rolling of a ship
jogo,stake,NOUN,ˈʒoɡu,money risked on each move; the bet/parada
jogo,steering_gear,NOUN,ˈʒoɡu,steering mechanism of a vehicle
jogo,therapeutic_play,NOUN,ˈʒoɡu,play used for therapeutic purposes
jogo,throwing_stone,NOUN,ˈʒoɡu,stone that boys throw
jogo,video_game,NOUN,ˈʒoɡu,video game
jogo,weapon_handling,NOUN,ˈʒoɡu,the handling of a weapon
jogo,wheel_assembly,NOUN,ˈʒoɡu,zone of a vehicle where the wheels are
jogo,game,NOUN,ˈʒoɡu,(protected: operational roster)
jogo,play,VERB,ˈʒɔɡu,to take part in a game following rules (1sg of jogar)
jorro,jet,NOUN,ˈʒoʁu,impetuous abundant outflow of a liquid
jorro,light_burst,NOUN,ˈʒoʁu,sudden emission of a beam of light
jorro,masonry_batter,NOUN,ˈʒoʁu,thickening at the base of masonry constructions (alambor)
jorro,outpouring,NOUN,ˈʒoʁu,what appears suddenly and in great quantity
jorro,gush,VERB,ˈʒɔʁu,to gush out forcefully; to spring up; to flow abundantly (1sg of jorrar)
lobo,cruel_person,NOUN,ˈlobu,a cruel individual
lobo,fur_seal,NOUN,ˈlobu,(protected: operational roster)
lobo,grey_wolf,NOUN,ˈlobu,"northern-hemisphere wolf, grey-backed, pack-hunting"
lobo,loner,NOUN,ˈlobu,a solitary individual
lobo,lupus_constellation,NOUN,ˈlobu,southern constellation (Lupus)
lobo,maned_wolf,NOUN,ˈlobu,South American canid (guara) with long legs and reddish coat
lobo,rugby_team,NOUN,ˈlobu,nickname of the Portuguese men's national rugby team (plural)
lobo,sea_dog,NOUN,ˈlobu,(protected: operational roster)
lobo,wolf,NOUN,ˈlobu,carnivorous mammal of the canid family
lobo,earlobe,NOUN,ˈlɔbu,lower soft hanging part of the ear
lobo,leaf_lobe,NOUN,ˈlɔbu,each rounded notched part of a leaf
lobo,lobe,NOUN,ˈlɔbu,rounded protruding part of an organ
lobo,popular_game,NOUN,ˈlɔbu,a popular game
logro,deceit,NOUN,ˈloɡɾu,act or effect of deceiving; swindle
logro,deceive,VERB,ˈlɔɡɾu,1sg present of lograr: to deceive/obtain/enjoy
molho,beating,NOUN,ˈmoʎu,"thrashing, brawl (pancadaria)"
molho,braising_liquid,NOUN,ˈmoʎu,liquid in which food is braised/stewed
molho,dessert_syrup,NOUN,ˈmoʎu,sweet syrup-like preparation served with desserts
molho,sauce,NOUN,ˈmoʎu,creamy preparation added to cooked food to enhance flavour
molho,soaking,NOUN,ˈmoʎu,immersion in liquid (de molho)
molho,bundle,NOUN,ˈmɔʎu,handful/sheaf; cluster of things grouped together
novelo,hydrangea,NOUN,nuˈvelu,ornamental plant of the Hydrangeaceae family
novelo,tangle_plot,NOUN,nuˈvelu,intricate plot/entanglement (enredo)
novelo,yarn_ball,NOUN,nuˈvelu,ball of wound thread/yarn; anything coiled like it
novelo,narrate,VERB,nuˈvɛlu,1sg present of novelar: to write novels
olho,care_attention,NOUN,ˈoʎu,"care, attention, watchfulness (cuidado/tino)"
olho,eye,NOUN,ˈoʎu,organ of sight; the eyeball
olho,eye_shaped_opening,NOUN,ˈoʎu,opening shaped like an eye; round hole/bore
olho,fat_globule,NOUN,ˈoʎu,drop of fat on the surface of a liquid
olho,hole_in_bread_cheese,NOUN,ˈoʎu,cavity in bread or cheese; large hole in a spongy mass
olho,plant_bud,NOUN,ˈoʎu,vegetal bud giving rise to a shoot; tender heart of leafy vegetables
olho,shrewdness,NOUN,ˈoʎu,"cleverness, sharpness (esperteza/finura)"
olho,tool_eye,NOUN,ˈoʎu,hole in a tool through which the handle is fixed
olho,water_spring,NOUN,ˈoʎu,spring/source of water
olho,look,VERB,ˈɔʎu,1sg present of olhar: to look/observe attentively
para,stop,VERB,ˈpaɾɐ,3sg present / 2sg imperative of parar: stops/stop
para,purpose,ADP,ˈpɐɾɐ,(protected: operational roster)
para,purpose_direction,ADP,ˈpɐɾɐ,"preposition: towards/for, indicating direction or purpose"
para,ratio_relation,ADP,ˈpɐɾɐ,preposition establishing a relation between quantities (e.g. odds/ratio)
pelo,fruit_down,NOUN,ˈpelu,down/fuzz on fruit; fine fuzz (lanugem/penugem)
pelo,hair,NOUN,ˈpelu,hair; filiform epidermal organ covering mammals' bodies
pelo,peel,VERB,ˈpɛlu,1sg present of pelar: to peel/remove skin or fleece
pelo,by_the,ADP,ˈpɨlu,contraction por+o: by/through the
peso,burden,NOUN,ˈpezu,"load; that which presses, oppresses or weighs down"
peso,currency,NOUN,ˈpezu,"peso, monetary unit of various Latin-American countries"
peso,distress,NOUN,ˈpezu,"discomfort, oppression, malaise, worry (peso na consciência)"
peso,good_sense,NOUN,ˈpezu,"judiciousness, care, sensibleness (sensatez)"
peso,importance,NOUN,ˈpezu,"importance, influence, relevance, merit"
peso,shot_put,NOUN,ˈpezu,metal sphere thrown in the shot-put athletics event
peso,weight,NOUN,ˈpezu,force of gravity on bodies; heaviness
peso,weight_measure,NOUN,ˈpezu,calibrated metal object used as a measure on scales
peso,weigh,VERB,ˈpɛzu,1sg present of pesar: to weigh; to weigh on/grieve
polo,fledgling,NOUN,ˈpolu,bird of prey less than a year old
polo,electrode_terminal,NOUN,ˈpɔlu,electrode of a cell or terminal of an electric generator
polo,hub,NOUN,ˈpɔlu,centre of activity or interest (polo industrial/tecnológico)
polo,opposite_extreme,NOUN,ˈpɔlu,point or term in opposition to another (opposite pole)
polo,pole,NOUN,ˈpɔlu,geographic/celestial pole; either end of the Earth's axis
polo,polo_shirt,NOUN,ˈpɔlu,polo shirt; cotton top with buttoned collar
polo,section,NOUN,ˈpɔlu,section/branch (secção)
polo,sport_polo,NOUN,ˈpɔlu,"polo, team sport played on horseback with long-handled mallets"
porto,good_end,NOUN,ˈpoɾtu,(protected: operational roster)
porto,harbour,NOUN,ˈpoɾtu,port/harbour; place where ships anchor or (un)load
porto,port_wine,NOUN,ˈpoɾtu,"Port, the fortified wine (vinho do Porto)"
porto,refuge,NOUN,ˈpoɾtu,place of rest; refuge/haven
porto,carry,VERB,ˈpɔɾtu,1sg present of portar: to carry/conduct; to behave
posto,first_aid_post,NOUN,ˈpoʃtu,small facility for quick medical or nursing care
posto,given_that,CONJ,ˈpoʃtu,concessive conjunction in 'posto que': given that/although
posto,job,NOUN,ˈpoʃtu,post/employment; place one occupies in one's duties
posto,military_post,NOUN,ˈpoʃtu,guard/sentry post; troop quarters; fortified position
posto,placed,ADJ,ˈpoʃtu,"placed, set, arranged; (of the sun) set/gone down"
posto,rank,NOUN,ˈpoʃtu,position in the military hierarchy; rank/dignity
posto,selling_point,NOUN,ˈpoʃtu,point/stall of sale (lugar de venda)
posto,station,NOUN,ˈpoʃtu,post/station; place a person or thing occupies with permanence
posto,post,VERB,ˈpɔʃtu,1sg present of postar: to post oneself; to publish a message online
reboco,plaster,NOUN,ʁɨˈboku,rendering; layer of mortar applied over the base coat to smooth surfaces
reboco,vessel_lining,NOUN,ʁɨˈboku,substance lining a vessel's interior to make it watertight
reboco,tow,VERB,ʁɨˈbɔku,1sg present of rebocar: to plaster/render; to tow
redobro,double_of_double,NOUN,ʁɨˈdobɾu,value/quantity equal to twice the double of something
redobro,redoubling,NOUN,ʁɨˈdobɾu,act or effect of redoubling
redobro,reduplication_expressive,NOUN,ʁɨˈdobɾu,repetition of a syllable/word/sequence for expressive effect
redobro,reduplication_phonetic,NOUN,ʁɨˈdobɾu,repetition of phonemes in certain verbal inflection
redobro,redouble,VERB,ʁɨˈdɔbɾu,to redouble; double again; intensify greatly
reforço,aid,NOUN,ʁɨˈfoɾsu,"help, assistance; auxiliary troops"
reforço,extra_helper,NOUN,ʁɨˈfoɾsu,person joining a group/team to make it stronger or more efficient
reforço,guard_detachment,NOUN,ʁɨˈfoɾsu,group of soldiers manning night sentry posts
reforço,reinforcement,NOUN,ʁɨˈfoɾsu,act or effect of reinforcing
reforço,reinforcement_material,NOUN,ʁɨˈfoɾsu,material added to objects/garments to make them more resistant
reforço,reinforcement_unit,NOUN,ʁɨˈfoɾsu,military unit/means placed at a command's disposal for an operation
reforço,reinforcing_thing,NOUN,ʁɨˈfoɾsu,that which gives more strength/solidity/intensity/resistance
reforço,reinforce,VERB,ʁɨˈfɔɾsu,to reinforce; make stronger
rego,crack,NOUN,ˈʁeɡu,cleft between the buttocks or breasts
rego,furrow,NOUN,ˈʁeɡu,groove cut in the soil by a plough
rego,hair_parting,NOUN,ˈʁeɡu,parting line of the hair
rego,irrigation_channel,NOUN,ˈʁeɡu,ditch/channel through which water flows
rego,skin_wrinkle,NOUN,ˈʁeɡu,wrinkle in the skin
rego,wheel_rut,NOUN,ˈʁeɡu,rut left by cart wheels
rego,water,VERB,ˈʁɛɡu,"to water/irrigate (land, plants)"
relevo,prominence,NOUN,ʁɨˈlevu,"prominence, conspicuousness"
relevo,protrusion,NOUN,ʁɨˈlevu,"salience, raised part"
relevo,relief_act,NOUN,ʁɨˈlevu,act or effect of making something stand out
relevo,relief_pictorial,NOUN,ʁɨˈlevu,figures appearing raised in engraving/painting via perspective
relevo,relief_sculpture,NOUN,ʁɨˈlevu,sculptural form raised against a background surface
relevo,relief_terrain,NOUN,ʁɨˈlevu,orographic features of the earth's surface
relevo,emphasize,VERB,ʁɨˈlɛvu,to make stand out; emphasize
renovo,farm_produce,NOUN,ʁɨˈnovu,agricultural produce
renovo,offspring,NOUN,ʁɨˈnovu,"descendants, offspring"
renovo,shoot,NOUN,ʁɨˈnovu,"sprout, new growth of a plant"
renovo,vegetable_garden,NOUN,ʁɨˈnovu,vegetable garden
renovo,renew,VERB,ʁɨˈnɔvu,to renew; give new appearance to; recommence
repelo,against_grain,NOUN,ʁɨˈpelu,against the grain/direction (a repelo)
repelo,hair_pull,NOUN,ʁɨˈpelu,abrupt jerk/tug
repelo,pluck,VERB,ʁɨˈpɛlu,to pull out hair; tug at
retorno,exchange_balance,NOUN,ʁɨˈtoɾnu,amount given to equalize the value of exchanged objects; change
retorno,investment_return,NOUN,ʁɨˈtoɾnu,result or consequence of an investment
retorno,return,NOUN,ʁɨˈtoɾnu,act or effect of returning
retorno,return_gift,NOUN,ʁɨˈtoɾnu,object given in return for another received
retorno,u_turn,NOUN,ʁɨˈtoɾnu,road turnoff allowing reversal of direction
retorno,go_back,VERB,ʁɨˈtɔɾnu,to return (to the starting point); come back
rogo,farm_hiring,NOUN,ˈʁoɡu,hiring of people for agricultural work
rogo,intercession,NOUN,ˈʁoɡu,intercession
rogo,plea,NOUN,ˈʁoɡu,act or effect of pleading; entreaty
rogo,prayer,NOUN,ˈʁoɡu,prayer
rogo,beg,VERB,ˈʁɔɡu,"to beg, plead earnestly"
rola,drunkenness,NOUN,ˈʁɔlɐ,drunkenness
rola,penis,NOUN,ˈʁɔlɐ,penis
rola,rolls,VERB,ˈʁɔlɐ,rolls; turns/spins (3sg of rolar)
rola,turtledove,NOUN,ˈʁɔlɐ,"turtledove, small columbid bird"
rolo,beef_cut,NOUN,ˈʁolu,cut of beef from the hindquarter flexor muscle
rolo,bundle,NOUN,ˈʁolu,wrapped bundle/parcel
rolo,crowd,NOUN,ˈʁolu,"crowd, throng of people"
rolo,cylinder,NOUN,ˈʁolu,more or less long cylindrical piece; roll
rolo,film_roll,NOUN,ˈʁolu,photographic film roll
rolo,funnel_sieve,NOUN,ˈʁolu,sieve of a funnel
